STATE_ID, START_NODE_ID, END_NODE_ID, EDGE_TYPE
338,0,1,0
338,1,0,1
338,1,2,0
338,2,1,1
338,2,3,0
338,3,2,1
338,3,4,0
338,4,3,1
338,4,5,0
338,5,4,1
338,5,6,0
338,6,5,1
338,6,7,0
338,7,6,1
338,7,8,0
338,8,7,1
338,8,9,0
338,9,8,1
338,9,10,0
338,10,9,1
338,10,11,0
338,11,10,1
338,11,12,0
338,12,11,1
338,12,13,0
338,13,12,1
338,13,14,0
338,14,13,1
338,14,15,0
338,15,14,1
338,15,16,0
338,16,15,1
338,16,17,0
338,17,16,1
338,17,18,0
338,18,17,1
338,18,19,0
338,19,18,1
338,19,20,0
338,20,19,1
338,20,21,0
338,21,20,1
338,21,22,0
338,22,21,1
338,23,24,0
338,24,23,1
338,24,25,0
338,25,24,1
338,25,26,0
338,26,25,1
338,26,27,0
338,27,26,1
338,27,28,0
338,28,27,1
338,28,29,0
338,29,28,1
338,29,30,0
338,30,29,1
338,30,31,0
338,31,30,1
338,31,32,0
338,32,31,1
338,32,33,0
338,33,32,1
338,33,34,0
338,34,33,1
338,34,35,0
338,35,34,1
338,35,36,0
338,36,35,1
338,36,37,0
338,37,36,1
338,37,38,0
338,38,37,1
338,38,39,0
338,39,38,1
338,39,40,0
338,40,39,1
338,40,41,0
338,41,40,1
338,41,42,0
338,42,41,1
338,42,43,0
338,43,42,1
338,43,44,0
338,44,43,1
338,44,45,0
338,45,44,1
338,45,46,0
338,46,45,1
338,46,47,0
338,47,46,1
338,47,48,0
338,48,47,1
338,48,49,0
338,49,48,1
338,49,50,0
338,50,49,1
338,50,51,0
338,51,50,1
338,52,53,0
338,53,52,1
338,53,54,0
338,54,53,1
338,54,55,0
338,55,54,1
338,55,56,0
338,56,55,1
338,56,57,0
338,57,56,1
338,57,58,0
338,58,57,1
338,58,59,0
338,59,58,1
338,59,60,0
338,60,59,1
338,60,61,0
338,61,60,1
338,61,62,0
338,62,61,1
338,62,63,0
338,63,62,1
338,63,64,0
338,64,63,1
338,64,65,0
338,65,64,1
338,65,66,0
338,66,65,1
338,66,67,0
338,67,66,1
338,67,68,0
338,68,67,1
338,68,69,0
338,69,68,1
338,69,70,0
338,70,69,1
338,70,71,0
338,71,70,1
338,71,72,0
338,72,71,1
338,72,73,0
338,73,72,1
338,73,74,0
338,74,73,1
338,74,75,0
338,75,74,1
338,75,76,0
338,76,75,1
338,76,77,0
338,77,76,1
338,77,78,0
338,78,77,1
338,78,79,0
338,79,78,1
338,79,80,0
338,80,79,1
338,80,81,0
338,81,80,1
338,81,82,0
338,82,81,1
338,0,23,2
338,23,0,2
338,0,24,2
338,24,0,2
338,0,25,2
338,25,0,2
338,0,26,2
338,26,0,2
338,0,27,2
338,27,0,2
338,0,28,2
338,28,0,2
338,0,29,3
338,29,0,3
338,0,30,2
338,30,0,2
338,0,31,2
338,31,0,2
338,0,32,2
338,32,0,2
338,0,33,2
338,33,0,2
338,0,34,2
338,34,0,2
338,0,35,2
338,35,0,2
338,0,36,2
338,36,0,2
338,0,37,2
338,37,0,2
338,0,38,2
338,38,0,2
338,0,39,2
338,39,0,2
338,0,40,2
338,40,0,2
338,0,41,2
338,41,0,2
338,0,42,2
338,42,0,2
338,0,43,2
338,43,0,2
338,0,44,2
338,44,0,2
338,0,45,2
338,45,0,2
338,0,46,2
338,46,0,2
338,0,47,2
338,47,0,2
338,0,48,2
338,48,0,2
338,0,49,2
338,49,0,2
338,0,50,2
338,50,0,2
338,0,51,2
338,51,0,2
338,0,52,2
338,52,0,2
338,0,53,2
338,53,0,2
338,0,54,2
338,54,0,2
338,0,55,2
338,55,0,2
338,0,56,2
338,56,0,2
338,0,57,2
338,57,0,2
338,0,58,2
338,58,0,2
338,0,59,2
338,59,0,2
338,0,60,2
338,60,0,2
338,0,61,2
338,61,0,2
338,0,62,2
338,62,0,2
338,0,63,2
338,63,0,2
338,0,64,2
338,64,0,2
338,0,65,2
338,65,0,2
338,0,66,2
338,66,0,2
338,0,67,2
338,67,0,2
338,0,68,2
338,68,0,2
338,0,69,2
338,69,0,2
338,0,70,2
338,70,0,2
338,0,71,2
338,71,0,2
338,0,72,2
338,72,0,2
338,0,73,2
338,73,0,2
338,0,74,2
338,74,0,2
338,0,75,2
338,75,0,2
338,0,76,2
338,76,0,2
338,0,77,2
338,77,0,2
338,0,78,2
338,78,0,2
338,0,79,2
338,79,0,2
338,0,80,2
338,80,0,2
338,0,81,2
338,81,0,2
338,0,82,2
338,82,0,2
338,1,23,2
338,23,1,2
338,1,24,2
338,24,1,2
338,1,25,2
338,25,1,2
338,1,26,2
338,26,1,2
338,1,27,2
338,27,1,2
338,1,28,2
338,28,1,2
338,1,29,2
338,29,1,2
338,1,30,3
