STATE_ID, START_NODE_ID, END_NODE_ID, EDGE_TYPE
6226,0,1,0
6226,1,0,1
6226,1,2,0
6226,2,1,1
6226,2,3,0
6226,3,2,1
6226,3,4,0
6226,4,3,1
6226,4,5,0
6226,5,4,1
6226,5,6,0
6226,6,5,1
6226,6,7,0
6226,7,6,1
6226,7,8,0
6226,8,7,1
6226,8,9,0
6226,9,8,1
6226,9,10,0
6226,10,9,1
6226,10,11,0
6226,11,10,1
6226,11,12,0
6226,12,11,1
6226,12,13,0
6226,13,12,1
6226,13,14,0
6226,14,13,1
6226,14,15,0
6226,15,14,1
6226,15,16,0
6226,16,15,1
6226,16,17,0
6226,17,16,1
6226,17,18,0
6226,18,17,1
6226,18,19,0
6226,19,18,1
6226,19,20,0
6226,20,19,1
6226,20,21,0
6226,21,20,1
6226,21,22,0
6226,22,21,1
6226,23,24,0
6226,24,23,1
6226,24,25,0
6226,25,24,1
6226,25,26,0
6226,26,25,1
6226,26,27,0
6226,27,26,1
6226,27,28,0
6226,28,27,1
6226,28,29,0
6226,29,28,1
6226,29,30,0
6226,30,29,1
6226,30,31,0
6226,31,30,1
6226,31,32,0
6226,32,31,1
6226,32,33,0
6226,33,32,1
6226,33,34,0
6226,34,33,1
6226,34,35,0
6226,35,34,1
6226,35,36,0
6226,36,35,1
6226,36,37,0
6226,37,36,1
6226,37,38,0
6226,38,37,1
6226,39,40,0
6226,40,39,1
6226,40,41,0
6226,41,40,1
6226,41,42,0
6226,42,41,1
6226,42,43,0
6226,43,42,1
6226,43,44,0
6226,44,43,1
6226,44,45,0
6226,45,44,1
6226,45,46,0
6226,46,45,1
6226,46,47,0
6226,47,46,1
6226,47,48,0
6226,48,47,1
6226,48,49,0
6226,49,48,1
6226,49,50,0
6226,50,49,1
6226,50,51,0
6226,51,50,1
6226,51,52,0
6226,52,51,1
6226,52,53,0
6226,53,52,1
6226,53,54,0
6226,54,53,1
6226,54,55,0
6226,55,54,1
6226,55,56,0
6226,56,55,1
6226,56,57,0
6226,57,56,1
6226,57,58,0
6226,58,57,1
6226,58,59,0
6226,59,58,1
6226,59,60,0
6226,60,59,1
6226,60,61,0
6226,61,60,1
6226,0,23,2
6226,23,0,2
6226,0,24,2
6226,24,0,2
6226,0,25,2
6226,25,0,2
6226,0,26,2
6226,26,0,2
6226,0,27,2
6226,27,0,2
6226,0,28,2
6226,28,0,2
6226,0,29,2
6226,29,0,2
6226,0,30,2
6226,30,0,2
6226,0,31,2
6226,31,0,2
6226,0,32,2
6226,32,0,2
6226,0,33,2
6226,33,0,2
6226,0,34,2
6226,34,0,2
6226,0,35,2
6226,35,0,2
6226,0,36,2
6226,36,0,2
6226,0,37,2
6226,37,0,2
6226,0,38,2
6226,38,0,2
6226,0,39,2
6226,39,0,2
6226,0,40,2
6226,40,0,2
6226,0,41,2
6226,41,0,2
6226,0,42,2
6226,42,0,2
6226,0,43,2
6226,43,0,2
6226,0,44,2
6226,44,0,2
6226,0,45,2
6226,45,0,2
6226,0,46,2
6226,46,0,2
6226,0,47,2
6226,47,0,2
6226,0,48,2
6226,48,0,2
6226,0,49,2
6226,49,0,2
6226,0,50,2
6226,50,0,2
6226,0,51,2
6226,51,0,2
6226,0,52,2
6226,52,0,2
6226,0,53,2
6226,53,0,2
6226,0,54,2
6226,54,0,2
6226,0,55,2
6226,55,0,2
6226,0,56,2
6226,56,0,2
6226,0,57,2
6226,57,0,2
6226,0,58,2
6226,58,0,2
6226,0,59,2
6226,59,0,2
6226,0,60,2
6226,60,0,2
6226,0,61,2
6226,61,0,2
6226,1,23,2
6226,23,1,2
6226,1,24,2
6226,24,1,2
6226,1,25,2
6226,25,1,2
6226,1,26,2
6226,26,1,2
6226,1,27,2
6226,27,1,2
6226,1,28,2
6226,28,1,2
6226,1,29,2
6226,29,1,2
6226,1,30,2
6226,30,1,2
6226,1,31,2
6226,31,1,2
6226,1,32,2
6226,32,1,2
6226,1,33,2
6226,33,1,2
6226,1,34,2
6226,34,1,2
6226,1,35,2
6226,35,1,2
6226,1,36,2
6226,36,1,2
6226,1,37,2
6226,37,1,2
6226,1,38,2
6226,38,1,2
6226,1,39,2
6226,39,1,2
6226,1,40,2
6226,40,1,2
6226,1,41,2
6226,41,1,2
6226,1,42,2
6226,42,1,2
6226,1,43,2
6226,43,1,2
6226,1,44,2
6226,44,1,2
6226,1,45,2
6226,45,1,2
6226,1,46,2
6226,46,1,2
6226,1,47,2
6226,47,1,2
6226,1,48,2
6226,48,1,2
6226,1,49,2
6226,49,1,2
6226,1,50,2
6226,50,1,2
6226,1,51,2
6226,51,1,2
6226,1,52,2
6226,52,1,2
6226,1,53,2
6226,53,1,2
6226,1,54,2
6226,54,1,2
6226,1,55,2
6226,55,1,2
6226,1,56,2
6226,56,1,2
6226,1,57,2
6226,57,1,2
6226,1,58,2
6226,58,1,2
6226,1,59,2
6226,59,1,2
6226,1,60,2
6226,60,1,2
6226,1,61,2
6226,61,1,2
6226,2,23,2
6226,23,2,2
6226,2,24,2
6226,24,2,2
6226,2,25,2
6226,25,2,2
6226,2,26,2
6226,26,2,2
6226,2,27,2
6226,27,2,2
6226,2,28,2
6226,28,2,2
6226,2,29,2
6226,29,2,2
6226,2,30,2
6226,30,2,2
6226,2,31,2
6226,31,2,2
6226,2,32,2
6226,32,2,2
6226,2,33,2
6226,33,2,2
6226,2,34,2
