STATE_ID, NODE_ID, TIME_TO_RESOURCE_SECONDS, RESOURCE_DURATION_SECONDS, RESOURCE_LENGTH_METERS
3151,0,3507.677,160.526,2800.0
3151,1,3507.677,236.421,2800.0
3151,2,3507.677,318.064,4000.0
3151,3,3507.677,391.996,4000.0
3151,4,3507.677,467.998,4000.0
3151,5,3507.677,552.12,4000.0
3151,6,3507.677,638.547,3700.0
3151,7,3507.677,743.058,4000.0
3151,8,3507.677,900.44,5200.0
3151,9,3507.677,1042.578,4000.0
3151,10,3507.677,1289.469,6500.0
3151,11,3507.677,1376.011,4000.0
3151,12,3507.677,1448.692,4000.0
3151,13,3507.677,1519.803,4000.0
3151,14,3507.677,1598.288,4000.0
3151,15,3507.677,1713.748,5200.0
3151,16,3507.677,1814.948,4000.0
3151,17,3507.677,1929.443,4000.0
3151,18,3507.677,2060.257,4000.0
3151,19,3507.677,2211.995,4000.0
3151,20,3507.677,2393.865,4900.0
3151,21,3507.677,2479.804,4000.0
3151,22,3507.677,2553.125,4000.0
3151,23,3507.677,2663.934,5800.0
3151,24,3507.677,2750.857,4000.0
3151,25,3507.677,2853.127,4200.0
3151,26,3507.677,2963.371,4000.0
3151,27,3507.677,3088.865,4000.0
3151,28,3507.677,3233.718,4000.0
3151,29,3507.677,3403.12,4000.0
3151,30,3507.677,3492.038,2900.0
3151,31,3507.677,1956.325,5800.0
3151,32,3507.677,2250.085,5100.0
3151,33,3507.677,2562.951,5400.0
3151,34,3507.677,2813.386,4000.0
3151,35,3507.677,3063.821,4000.0
3151,36,3507.677,3314.256,4000.0
3151,37,3507.677,3587.854,4000.0
3151,38,3507.677,3944.426,5200.0
3151,39,3507.677,4226.356,4000.0
3151,40,3507.677,4529.514,4000.0
3151,41,3507.677,4832.672,4000.0
3151,42,3507.677,5150.0,4000.0
3151,43,3507.677,5573.529,5000.0
3151,44,3507.677,5912.353,4000.0
3151,45,3507.677,6293.945,4000.0
3151,46,3507.677,6841.145,5700.0
3151,47,3507.677,7276.437,4000.0
3151,48,3507.677,7630.899,3200.0
3151,49,3507.677,8105.712,4000.0
3151,50,3507.677,8629.349,4000.0
3151,51,3507.677,9197.487,4000.0
3151,52,3507.677,9837.487,4000.0
3151,53,3507.677,10080.525,4100.0
3152,0,4324.092,863.645,4000.0
3152,1,4324.092,1062.265,4000.0
3152,2,4324.092,1272.773,4000.0
3152,3,4324.092,1416.773,2700.0
3152,4,4324.092,1635.44,4100.0
3152,5,4324.092,1956.325,5800.0
3152,6,4324.092,2250.085,5100.0
3152,7,4324.092,2562.951,5400.0
3152,8,4324.092,2813.386,4000.0
3152,9,4324.092,3063.821,4000.0
3152,10,4324.092,3314.256,4000.0
3152,11,4324.092,3587.854,4000.0
3152,12,4324.092,3944.426,5200.0
3152,13,4324.092,4226.356,4000.0
3152,14,4324.092,4529.514,4000.0
3152,15,4324.092,4832.672,4000.0
3152,16,4324.092,5150.0,4000.0
3152,17,4324.092,5573.529,5000.0
3152,18,4324.092,5912.353,4000.0
3152,19,4324.092,6293.945,4000.0
3152,20,4324.092,6841.145,5700.0
3152,21,4324.092,7276.437,4000.0
3152,22,4324.092,7630.899,3200.0
3152,23,4324.092,8105.712,4000.0
3152,24,4324.092,8629.349,4000.0
3152,25,4324.092,9197.487,4000.0
3152,26,4324.092,9837.487,4000.0
3152,27,4324.092,10080.525,4100.0
3152,28,4324.092,900.44,5200.0
3152,29,4324.092,1042.578,4000.0
3152,30,4324.092,1289.469,6500.0
3152,31,4324.092,1376.011,4000.0
3152,32,4324.092,1448.692,4000.0
3152,33,4324.092,1519.803,4000.0
3152,34,4324.092,1598.288,4000.0
3152,35,4324.092,1713.748,5200.0
3152,36,4324.092,1814.948,4000.0
3152,37,4324.092,1929.443,4000.0
3152,38,4324.092,2060.257,4000.0
3152,39,4324.092,2211.995,4000.0
3152,40,4324.092,2393.865,4900.0
3152,41,4324.092,2479.804,4000.0
3152,42,4324.092,2553.125,4000.0
3152,43,4324.092,2663.934,5800.0
3152,44,4324.092,2750.857,4000.0
3152,45,4324.092,2853.127,4200.0
3152,46,4324.092,2963.371,4000.0
3152,47,4324.092,3088.865,4000.0
3152,48,4324.092,3233.718,4000.0
3152,49,4324.092,3403.12,4000.0
3152,50,4324.092,3492.038,2900.0
