STATE_ID, NODE_ID, PENDING_SECONDS
3220,0,0.0
3220,1,0.0
3220,2,0.0
3220,3,0.0
3220,4,0.0
3220,5,0.0
3220,6,0.0
3220,7,0.0
3220,8,0.0
3220,9,0.0
3220,10,0.0
3220,11,0.0
3220,12,0.0
3220,13,0.0
3220,14,0.0
3220,15,0.0
3220,16,0.0
3220,17,0.0
3220,18,0.0
3220,19,0.0
3220,20,0.0
3220,21,0.0
3220,22,0.0
3220,23,0.0
3220,24,0.0
3220,25,0.0
3220,26,0.0
3220,27,0.0
3220,28,0.0
3220,29,0.0
3220,30,0.0
3220,31,0.0
3220,32,0.0
3220,33,0.0
3220,34,0.0
3220,35,0.0
3220,36,0.0
3220,37,0.0
3220,38,0.0
3220,39,0.0
3220,40,0.0
3220,41,0.0
3220,42,0.0
3220,43,0.0
3220,44,0.0
3220,45,0.0
3220,46,0.0
3220,47,0.0
3220,48,0.0
3220,49,0.0
3220,50,0.0
3220,51,0.0
3220,52,0.0
3220,53,0.0
3220,54,0.0
3220,55,0.0
3220,56,0.0
3220,57,0.0
3220,58,0.0
3220,59,0.0
3220,60,0.0
3220,61,0.0
3220,62,0.0
3220,63,0.0
3220,64,0.0
3220,65,0.0
3220,66,0.0
3220,67,0.0
3221,0,0.0
3221,1,0.0
3221,2,0.0
3221,3,0.0
3221,4,0.0
3221,5,0.0
3221,6,0.0
3221,7,0.0
3221,8,0.0
3221,9,0.0
3221,10,0.0
3221,11,0.0
3221,12,0.0
3221,13,0.0
3221,14,0.0
3221,15,0.0
3221,16,0.0
3221,17,0.0
3221,18,0.0
3221,19,0.0
3221,20,0.0
3221,21,186.693
3221,22,136.917
3221,23,39.254
3221,24,68.623
3221,25,99.462
3221,26,183.191
3221,27,132.154
3221,28,132.906
3221,29,157.823
3221,30,175.04
3221,31,205.914
3221,32,0.0
3221,33,0.0
3221,34,0.0
3221,35,0.0
3221,36,0.0
3221,37,0.0
3221,38,0.0
3221,39,0.0
3221,40,0.0
3221,41,213.822
3221,42,0.0
