STATE_ID, START_NODE_ID, END_NODE_ID, EDGE_TYPE
9158,0,1,0
9158,1,0,1
9158,1,2,0
9158,2,1,1
9158,2,3,0
9158,3,2,1
9158,3,4,0
9158,4,3,1
9158,4,5,0
9158,5,4,1
9158,5,6,0
9158,6,5,1
9158,6,7,0
9158,7,6,1
9158,7,8,0
9158,8,7,1
9158,8,9,0
9158,9,8,1
9158,9,10,0
9158,10,9,1
9158,10,11,0
9158,11,10,1
9158,11,12,0
9158,12,11,1
9158,12,13,0
9158,13,12,1
9158,13,14,0
9158,14,13,1
9158,14,15,0
9158,15,14,1
9158,15,16,0
9158,16,15,1
9158,16,17,0
9158,17,16,1
9158,17,18,0
9158,18,17,1
9158,18,19,0
9158,19,18,1
9158,19,20,0
9158,20,19,1
9158,20,21,0
9158,21,20,1
9158,21,22,0
9158,22,21,1
9158,23,24,0
9158,24,23,1
9158,24,25,0
9158,25,24,1
9158,25,26,0
9158,26,25,1
9158,26,27,0
9158,27,26,1
9158,27,28,0
9158,28,27,1
9158,28,29,0
9158,29,28,1
9158,29,30,0
9158,30,29,1
9158,30,31,0
9158,31,30,1
9158,31,32,0
9158,32,31,1
9158,32,33,0
9158,33,32,1
9158,33,34,0
9158,34,33,1
9158,34,35,0
9158,35,34,1
9158,35,36,0
9158,36,35,1
9158,36,37,0
9158,37,36,1
9158,37,38,0
9158,38,37,1
9158,39,40,0
9158,40,39,1
9158,40,41,0
9158,41,40,1
9158,41,42,0
9158,42,41,1
9158,42,43,0
9158,43,42,1
9158,43,44,0
9158,44,43,1
9158,44,45,0
9158,45,44,1
9158,45,46,0
9158,46,45,1
9158,46,47,0
9158,47,46,1
9158,47,48,0
9158,48,47,1
9158,48,49,0
9158,49,48,1
9158,49,50,0
9158,50,49,1
9158,50,51,0
9158,51,50,1
9158,51,52,0
9158,52,51,1
9158,52,53,0
9158,53,52,1
9158,53,54,0
9158,54,53,1
9158,54,55,0
9158,55,54,1
9158,55,56,0
9158,56,55,1
9158,56,57,0
9158,57,56,1
9158,57,58,0
9158,58,57,1
9158,58,59,0
