STATE_ID, NODE_ID, PENDING_SECONDS
4042,0,0.0
4042,1,0.0
4042,2,0.0
4042,3,0.0
4042,4,0.0
4042,5,0.0
4042,6,0.0
4042,7,0.0
4042,8,0.0
4042,9,0.0
4042,10,0.0
4042,11,0.0
4042,12,0.0
4042,13,0.0
4042,14,0.0
4042,15,0.0
4042,16,0.0
4042,17,0.0
4042,18,0.0
4042,19,0.0
4042,20,0.0
4042,21,0.0
4042,22,0.0
4042,23,0.0
4042,24,0.0
4042,25,0.0
4042,26,0.0
4042,27,0.0
4042,28,0.0
4042,29,0.0
4042,30,0.0
4042,31,0.0
4042,32,0.0
4042,33,0.0
4042,34,0.0
4042,35,0.0
4042,36,0.0
4042,37,0.0
4042,38,0.0
4042,39,0.0
4042,40,0.0
4042,41,0.0
4042,42,0.0
4042,43,0.0
4042,44,0.0
4042,45,0.0
4042,46,0.0
4042,47,0.0
4042,48,0.0
4042,49,0.0
4042,50,0.0
4042,51,0.0
4042,52,0.0
4042,53,0.0
4042,54,0.0
4042,55,0.0
4042,56,0.0
4042,57,0.0
4042,58,0.0
4042,59,0.0
4042,60,0.0
4042,61,0.0
4042,62,0.0
4042,63,0.0
4042,64,0.0
4042,65,23.376
4043,0,0.0
4043,1,0.0
4043,2,0.0
4043,3,0.0
4043,4,0.0
4043,5,0.0
4043,6,0.0
4043,7,0.0
4043,8,0.0
4043,9,0.0
4043,10,0.0
4043,11,0.0
4043,12,0.0
4043,13,0.0
4043,14,0.0
4043,15,0.0
4043,16,0.0
4043,17,0.0
4043,18,0.0
4043,19,0.0
4043,20,0.0
4043,21,0.0
4043,22,0.0
4043,23,0.0
4043,24,0.0
4043,25,0.0
4043,26,0.0
4043,27,0.0
4043,28,0.0
4043,29,0.0
4043,30,0.0
4043,31,0.0
4043,32,0.0
4043,33,0.0
4043,34,0.0
4043,35,0.0
4043,36,0.0
4043,37,0.0
4043,38,0.0
4043,39,0.0
4043,40,0.0
4043,41,0.0
4043,42,0.0
4043,43,0.0
4043,44,0.0
4043,45,0.0
4043,46,0.0
4043,47,0.0
4043,48,0.0
4043,49,0.0
4043,50,0.0
4043,51,0.0
4043,52,0.0
4043,53,0.0
4043,54,0.0
4043,55,23.376
4043,56,0.0
4043,57,0.0
4043,58,0.0
4043,59,0.0
4043,60,0.0
4043,61,0.0
4043,62,0.0
4043,63,0.0
4043,64,0.0
4043,65,0.0
4043,66,0.0
4043,67,0.0
4043,68,0.0
4043,69,0.0
4043,70,0.0
4043,71,0.0
4043,72,0.0
4043,73,0.0
4043,74,0.0
4043,75,0.0
4043,76,0.0
4043,77,0.0
4043,78,0.0
4043,79,0.0
4043,80,0.0
4043,81,0.0
4043,82,134.701
4044,0,0.0
4044,1,0.0
4044,2,0.0
4044,3,0.0
4044,4,0.0
4044,5,0.0
4044,6,0.0
4044,7,0.0
4044,8,0.0
4044,9,0.0
4044,10,0.0
4044,11,0.0
4044,12,0.0
4044,13,0.0
4044,14,0.0
4044,15,0.0
4044,16,0.0
4044,17,0.0
4044,18,0.0
4044,19,0.0
4044,20,0.0
4044,21,0.0
4044,22,0.0
4044,23,0.0
4044,24,0.0
4044,25,231.638
4044,26,0.0
4044,27,0.0
4044,28,0.0
4044,29,2.701
4044,30,99.777
4044,31,131.743
4044,32,119.89
4044,33,146.643
4044,34,169.827
4044,35,206.072
4044,36,0.0
4044,37,0.0
4044,38,0.0
4044,39,0.0
4044,40,0.0
4044,41,0.0
4044,42,0.0
4044,43,0.0
4044,44,0.0
4044,45,0.0
4044,46,0.0
4044,47,0.0
4044,48,0.0
4044,49,0.0
4044,50,0.0
4044,51,0.0
4044,52,0.0
4044,53,0.0
4044,54,0.0
4044,55,0.0
4044,56,0.0
4044,57,0.0
4044,58,0.0
4044,59,0.0
4044,60,23.376
4044,61,0.0
4044,62,0.0
4044,63,0.0
4044,64,0.0
4044,65,0.0
4044,66,0.0
4044,67,0.0
4044,68,0.0
4044,69,0.0
4044,70,0.0
4044,71,0.0
4044,72,0.0
4044,73,0.0
4044,74,0.0
4044,75,0.0
4044,76,0.0
4044,77,0.0
4044,78,0.0
4044,79,0.0
4044,80,0.0
4044,81,0.0
4044,82,0.0
4044,83,134.701
4045,0,0.0
4045,1,0.0
4045,2,0.0
4045,3,0.0
4045,4,0.0
4045,5,0.0
4045,6,0.0
4045,7,0.0
4045,8,0.0
4045,9,0.0
4045,10,0.0
4045,11,0.0
4045,12,0.0
4045,13,0.0
4045,14,0.0
4045,15,0.0
4045,16,0.0
4045,17,2.701
4045,18,99.777
4045,19,131.743
4045,20,119.89
4045,21,146.643
4045,22,169.827
4045,23,206.072
4045,24,0.0
4045,25,0.0
4045,26,0.0
4045,27,0.0
4045,28,0.0
4045,29,0.0
4045,30,0.0
4045,31,0.0
4045,32,0.0
4045,33,0.0
4045,34,0.0
4045,35,0.0
4045,36,0.0
4045,37,0.0
4045,38,0.0
4045,39,0.0
4045,40,0.0
4045,41,0.0
4045,42,0.0
4045,43,23.376
4045,44,0.0
4045,45,0.0
4045,46,0.0
4045,47,0.0
4045,48,0.0
4045,49,0.0
4045,50,0.0
4045,51,0.0
4045,52,0.0
4045,53,0.0
4045,54,0.0
4045,55,0.0
4045,56,0.0
4045,57,0.0
4045,58,0.0
4045,59,0.0
4045,60,0.0
4045,61,0.0
4045,62,0.0
4045,63,134.701
4045,64,0.0
4045,65,0.0
4045,66,0.0
4045,67,0.0
4045,68,0.0
4045,69,0.0
4045,70,0.0
4045,71,0.0
4045,72,0.0
4045,73,0.0
4045,74,0.0
4045,75,0.0
4045,76,0.0
4045,77,0.0
4045,78,0.0
