STATE_ID, START_NODE_ID, END_NODE_ID, EDGE_TYPE
3400,0,1,0
3400,1,0,1
3400,1,2,0
3400,2,1,1
3400,2,3,0
3400,3,2,1
3400,3,4,0
3400,4,3,1
3400,4,5,0
3400,5,4,1
3400,5,6,0
3400,6,5,1
3400,6,7,0
3400,7,6,1
3400,7,8,0
3400,8,7,1
3400,8,9,0
3400,9,8,1
3400,9,10,0
3400,10,9,1
3400,10,11,0
3400,11,10,1
3400,11,12,0
3400,12,11,1
3400,12,13,0
3400,13,12,1
3400,13,14,0
3400,14,13,1
3400,14,15,0
3400,15,14,1
3400,15,16,0
3400,16,15,1
3400,16,17,0
3400,17,16,1
3400,17,18,0
3400,18,17,1
3400,18,19,0
3400,19,18,1
3400,19,20,0
3400,20,19,1
3400,20,21,0
3400,21,20,1
3400,21,22,0
3400,22,21,1
3400,23,24,0
3400,24,23,1
3400,24,25,0
3400,25,24,1
3400,25,26,0
3400,26,25,1
3400,26,27,0
3400,27,26,1
3400,27,28,0
3400,28,27,1
3400,28,29,0
3400,29,28,1
3400,29,30,0
3400,30,29,1
3400,30,31,0
3400,31,30,1
3400,31,32,0
3400,32,31,1
3400,32,33,0
3400,33,32,1
3400,33,34,0
3400,34,33,1
3400,34,35,0
3400,35,34,1
3400,35,36,0
3400,36,35,1
3400,36,37,0
3400,37,36,1
3400,37,38,0
3400,38,37,1
3400,38,39,0
3400,39,38,1
3400,39,40,0
3400,40,39,1
3400,40,41,0
3400,41,40,1
3400,41,42,0
3400,42,41,1
3400,42,43,0
3400,43,42,1
3400,43,44,0
3400,44,43,1
3400,44,45,0
3400,45,44,1
3400,45,46,0
3400,46,45,1
3400,46,47,0
3400,47,46,1
3400,47,48,0
3400,48,47,1
3400,48,49,0
3400,49,48,1
3400,49,50,0
3400,50,49,1
3400,50,51,0
3400,51,50,1
3400,0,23,2
3400,23,0,2
3400,0,24,2
3400,24,0,2
3400,0,25,2
3400,25,0,2
3400,0,26,2
3400,26,0,2
3400,0,27,2
3400,27,0,2
3400,0,28,2
3400,28,0,2
3400,0,29,2
3400,29,0,2
3400,0,30,2
3400,30,0,2
3400,0,31,2
3400,31,0,2
3400,0,32,2
3400,32,0,2
3400,0,33,2
3400,33,0,2
3400,0,34,2
3400,34,0,2
3400,0,35,2
3400,35,0,2
3400,0,36,2
3400,36,0,2
3400,0,37,2
3400,37,0,2
3400,0,38,2
3400,38,0,2
3400,0,39,2
3400,39,0,2
3400,0,40,2
3400,40,0,2
3400,0,41,2
3400,41,0,2
3400,0,42,2
3400,42,0,2
3400,0,43,2
3400,43,0,2
3400,0,44,2
3400,44,0,2
3400,0,45,2
3400,45,0,2
3400,0,46,2
3400,46,0,2
3400,0,47,2
3400,47,0,2
3400,0,48,2
3400,48,0,2
3400,0,49,2
3400,49,0,2
3400,0,50,2
3400,50,0,2
3400,0,51,2
3400,51,0,2
3400,1,23,2
3400,23,1,2
3400,1,24,2
3400,24,1,2
3400,1,25,2
3400,25,1,2
3400,1,26,2
3400,26,1,2
3400,1,27,2
3400,27,1,2
3400,1,28,2
3400,28,1,2
3400,1,29,2
3400,29,1,2
3400,1,30,2
3400,30,1,2
3400,1,31,2
3400,31,1,2
3400,1,32,2
3400,32,1,2
3400,1,33,2
3400,33,1,2
