STATE_ID, NODE_ID, TIME_TO_RESOURCE_SECONDS, RESOURCE_DURATION_SECONDS, RESOURCE_LENGTH_METERS
8731,0,3651.554,236.421,2800.0
8731,1,3651.554,318.064,4000.0
8731,2,3651.554,391.996,4000.0
8731,3,3651.554,467.998,4000.0
8731,4,3651.554,552.12,4000.0
8731,5,3651.554,638.547,3700.0
8731,6,3651.554,743.058,4000.0
8731,7,3651.554,900.44,5200.0
8731,8,3651.554,1042.578,4000.0
8731,9,3651.554,1289.469,6500.0
8731,10,3651.554,1376.011,4000.0
8731,11,3651.554,1448.692,4000.0
8731,12,3651.554,1519.803,4000.0
8731,13,3651.554,1598.288,4000.0
8731,14,3651.554,1713.748,5200.0
8731,15,3651.554,1814.948,4000.0
8731,16,3651.554,1929.443,4000.0
8731,17,3651.554,2060.257,4000.0
8731,18,3651.554,2211.995,4000.0
8731,19,3651.554,2393.865,4900.0
8731,20,3651.554,2479.804,4000.0
8731,21,3651.554,2553.125,4000.0
8731,22,3651.554,2663.934,5800.0
8731,23,3651.554,2750.857,4000.0
8731,24,3651.554,2853.127,4200.0
8731,25,3651.554,2963.371,4000.0
8731,26,3651.554,3088.865,4000.0
8731,27,3651.554,3233.718,4000.0
8731,28,3651.554,3403.12,4000.0
8731,29,3651.554,3492.038,2900.0
8731,30,3651.554,1956.325,5800.0
8731,31,3651.554,2250.085,5100.0
8731,32,3651.554,2562.951,5400.0
8731,33,3651.554,2813.386,4000.0
8731,34,3651.554,3063.821,4000.0
8731,35,3651.554,3314.256,4000.0
8731,36,3651.554,3587.854,4000.0
8731,37,3651.554,3944.426,5200.0
8731,38,3651.554,4226.356,4000.0
8731,39,3651.554,4529.514,4000.0
8731,40,3651.554,4832.672,4000.0
8731,41,3651.554,5150.0,4000.0
8731,42,3651.554,5573.529,5000.0
8731,43,3651.554,5912.353,4000.0
8731,44,3651.554,6293.945,4000.0
8731,45,3651.554,6841.145,5700.0
8731,46,3651.554,7276.437,4000.0
8731,47,3651.554,7630.899,3200.0
8731,48,3651.554,8105.712,4000.0
8731,49,3651.554,8629.349,4000.0
8731,50,3651.554,9197.487,4000.0
8731,51,3651.554,9837.487,4000.0
8731,52,3651.554,10080.525,4100.0
8732,0,4401.508,1183.806,4000.0
8732,1,4260.28,1289.469,6500.0
8732,2,4260.28,1376.011,4000.0
8732,3,4260.28,1448.692,4000.0
8732,4,4260.28,1519.803,4000.0
8732,5,4260.28,1598.288,4000.0
8732,6,4260.28,1713.748,5200.0
8732,7,4260.28,1814.948,4000.0
8732,8,4260.28,1929.443,4000.0
8732,9,4260.28,2060.257,4000.0
8732,10,4260.28,2211.995,4000.0
8732,11,4260.28,2393.865,4900.0
8732,12,4260.28,2479.804,4000.0
8732,13,4260.28,2553.125,4000.0
8732,14,4260.28,2663.934,5800.0
8732,15,4260.28,2750.857,4000.0
8732,16,4260.28,2853.127,4200.0
8732,17,4260.28,2963.371,4000.0
8732,18,4260.28,3088.865,4000.0
8732,19,4260.28,3233.718,4000.0
8732,20,4260.28,3403.12,4000.0
8732,21,4260.28,3492.038,2900.0
8732,22,4401.508,3063.821,4000.0
8732,23,4401.508,3314.256,4000.0
8732,24,4401.508,3587.854,4000.0
8732,25,4401.508,3944.426,5200.0
8732,26,4401.508,4226.356,4000.0
8732,27,4401.508,4529.514,4000.0
8732,28,4401.508,4832.672,4000.0
8732,29,4401.508,5150.0,4000.0
8732,30,4401.508,5573.529,5000.0
8732,31,4401.508,5912.353,4000.0
8732,32,4401.508,6293.945,4000.0
8732,33,4401.508,6841.145,5700.0
8732,34,4401.508,7276.437,4000.0
8732,35,4401.508,7630.899,3200.0
8732,36,4401.508,8105.712,4000.0
8732,37,4401.508,8629.349,4000.0
8732,38,4401.508,9197.487,4000.0
8732,39,4401.508,9837.487,4000.0
8732,40,4401.508,10080.525,4100.0
8732,41,4401.508,417.466,2000.0
8732,42,4401.508,466.403,1000.0
8732,43,4401.508,665.024,4000.0
8732,44,4401.508,863.645,4000.0
8732,45,4401.508,1062.265,4000.0
8732,46,4401.508,1272.773,4000.0
8732,47,4401.508,1416.773,2700.0
8732,48,4401.508,1635.44,4100.0
8732,49,4401.508,1956.325,5800.0
8732,50,4401.508,2250.085,5100.0
8732,51,4401.508,2562.951,5400.0
8732,52,4401.508,2813.386,4000.0
8732,53,4401.508,3063.821,4000.0
8732,54,4401.508,3314.256,4000.0
8732,55,4401.508,3587.854,4000.0
8732,56,4401.508,3944.426,5200.0
8732,57,4401.508,4226.356,4000.0
8732,58,4401.508,4529.514,4000.0
8732,59,4401.508,4832.672,4000.0
8732,60,4401.508,5150.0,4000.0
8732,61,4401.508,5573.529,5000.0
8732,62,4401.508,5912.353,4000.0
8732,63,4401.508,6293.945,4000.0
8732,64,4401.508,6841.145,5700.0
8732,65,4401.508,7276.437,4000.0
8732,66,4401.508,7630.899,3200.0
8732,67,4401.508,8105.712,4000.0
8732,68,4401.508,8629.349,4000.0
8732,69,4401.508,9197.487,4000.0
8732,70,4401.508,9837.487,4000.0
8732,71,4401.508,10080.525,4100.0
8733,0,5399.151,2153.457,4000.0
8733,1,5305.951,2211.995,4000.0
8733,2,5305.951,2393.865,4900.0
8733,3,5305.951,2479.804,4000.0
8733,4,5305.951,2553.125,4000.0
8733,5,5305.951,2663.934,5800.0
8733,6,5305.951,2750.857,4000.0
8733,7,5305.951,2853.127,4200.0
8733,8,5305.951,2963.371,4000.0
8733,9,5305.951,3088.865,4000.0
8733,10,5305.951,3233.718,4000.0
8733,11,5305.951,3403.12,4000.0
8733,12,5305.951,3492.038,2900.0
8733,13,5790.363,318.064,4000.0
8733,14,5790.363,391.996,4000.0
8733,15,5790.363,467.998,4000.0
8733,16,5790.363,552.12,4000.0
8733,17,5790.363,638.547,3700.0
8733,18,5790.363,743.058,4000.0
8733,19,5790.363,900.44,5200.0
8733,20,5790.363,1042.578,4000.0
8733,21,5790.363,1289.469,6500.0
8733,22,5790.363,1376.011,4000.0
8733,23,5790.363,1448.692,4000.0
8733,24,5790.363,1519.803,4000.0
8733,25,5790.363,1598.288,4000.0
8733,26,5790.363,1713.748,5200.0
8733,27,5790.363,1814.948,4000.0
8733,28,5790.363,1929.443,4000.0
8733,29,5790.363,2060.257,4000.0
8733,30,5790.363,2211.995,4000.0
8733,31,5790.363,2393.865,4900.0
8733,32,5790.363,2479.804,4000.0
8733,33,5790.363,2553.125,4000.0
8733,34,5790.363,2663.934,5800.0
8733,35,5790.363,2750.857,4000.0
8733,36,5790.363,2853.127,4200.0
8733,37,5790.363,2963.371,4000.0
8733,38,5790.363,3088.865,4000.0
8733,39,5790.363,3233.718,4000.0
8733,40,5790.363,3403.12,4000.0
8733,41,5790.363,3492.038,2900.0
8733,42,5790.363,5150.0,4000.0
8733,43,5790.363,5573.529,5000.0
8733,44,5790.363,5912.353,4000.0
8733,45,5790.363,6293.945,4000.0
8733,46,5790.363,6841.145,5700.0
8733,47,5790.363,7276.437,4000.0
8733,48,5790.363,7630.899,3200.0
8733,49,5790.363,8105.712,4000.0
8733,50,5790.363,8629.349,4000.0
8733,51,5790.363,9197.487,4000.0
8733,52,5790.363,9837.487,4000.0
8733,53,5790.363,10080.525,4100.0
8733,54,5790.363,1956.325,5800.0
8733,55,5790.363,2250.085,5100.0
8733,56,5790.363,2562.951,5400.0
8733,57,5790.363,2813.386,4000.0
8733,58,5790.363,3063.821,4000.0
8733,59,5790.363,3314.256,4000.0
8733,60,5790.363,3587.854,4000.0
8733,61,5790.363,3944.426,5200.0
8733,62,5790.363,4226.356,4000.0
8733,63,5790.363,4529.514,4000.0
8733,64,5790.363,4832.672,4000.0
8733,65,5790.363,5150.0,4000.0
8733,66,5790.363,5573.529,5000.0
8733,67,5790.363,5912.353,4000.0
8733,68,5790.363,6293.945,4000.0
8733,69,5790.363,6841.145,5700.0
8733,70,5790.363,7276.437,4000.0
8733,71,5790.363,7630.899,3200.0
8733,72,5790.363,8105.712,4000.0
8733,73,5790.363,8629.349,4000.0
8733,74,5790.363,9197.487,4000.0
8733,75,5790.363,9837.487,4000.0
8733,76,5790.363,10080.525,4100.0
8734,0,5560.267,2393.865,4900.0
8734,1,5560.267,2479.804,4000.0
8734,2,5560.267,2553.125,4000.0
8734,3,5560.267,2663.934,5800.0
8734,4,5560.267,2750.857,4000.0
8734,5,5560.267,2853.127,4200.0
8734,6,5560.267,2963.371,4000.0
8734,7,5560.267,3088.865,4000.0
8734,8,5560.267,3233.718,4000.0
8734,9,5560.267,3403.12,4000.0
8734,10,5560.267,3492.038,2900.0
8734,11,6303.756,1112.863,4000.0
8734,12,6233.471,1289.469,6500.0
8734,13,6233.471,1376.011,4000.0
8734,14,6233.471,1448.692,4000.0
8734,15,6233.471,1519.803,4000.0
8734,16,6233.471,1598.288,4000.0
8734,17,6233.471,1713.748,5200.0
8734,18,6233.471,1814.948,4000.0
8734,19,6233.471,1929.443,4000.0
8734,20,6233.471,2060.257,4000.0
8734,21,6233.471,2211.995,4000.0
8734,22,6233.471,2393.865,4900.0
8734,23,6233.471,2479.804,4000.0
8734,24,6233.471,2553.125,4000.0
8734,25,6233.471,2663.934,5800.0
8734,26,6233.471,2750.857,4000.0
8734,27,6233.471,2853.127,4200.0
8734,28,6233.471,2963.371,4000.0
8734,29,6233.471,3088.865,4000.0
8734,30,6233.471,3233.718,4000.0
8734,31,6233.471,3403.12,4000.0
8734,32,6233.471,3492.038,2900.0
8734,33,6303.756,6293.945,4000.0
8734,34,6303.756,6841.145,5700.0
8734,35,6303.756,7276.437,4000.0
8734,36,6303.756,7630.899,3200.0
8734,37,6303.756,8105.712,4000.0
8734,38,6303.756,8629.349,4000.0
8734,39,6303.756,9197.487,4000.0
8734,40,6303.756,9837.487,4000.0
8734,41,6303.756,10080.525,4100.0
8734,42,6303.756,2813.386,4000.0
8734,43,6303.756,3063.821,4000.0
8734,44,6303.756,3314.256,4000.0
8734,45,6303.756,3587.854,4000.0
8734,46,6303.756,3944.426,5200.0
8734,47,6303.756,4226.356,4000.0
8734,48,6303.756,4529.514,4000.0
8734,49,6303.756,4832.672,4000.0
8734,50,6303.756,5150.0,4000.0
8734,51,6303.756,5573.529,5000.0
8734,52,6303.756,5912.353,4000.0
8734,53,6303.756,6293.945,4000.0
8734,54,6303.756,6841.145,5700.0
8734,55,6303.756,7276.437,4000.0
8734,56,6303.756,7630.899,3200.0
8734,57,6303.756,8105.712,4000.0
8734,58,6303.756,8629.349,4000.0
8734,59,6303.756,9197.487,4000.0
8734,60,6303.756,9837.487,4000.0
8734,61,6303.756,10080.525,4100.0
8734,62,6303.756,466.403,1000.0
8734,63,6303.756,665.024,4000.0
8734,64,6303.756,863.645,4000.0
8734,65,6303.756,1062.265,4000.0
8734,66,6303.756,1272.773,4000.0
8734,67,6303.756,1416.773,2700.0
8734,68,6303.756,1635.44,4100.0
8734,69,6303.756,1956.325,5800.0
8734,70,6303.756,2250.085,5100.0
8734,71,6303.756,2562.951,5400.0
8734,72,6303.756,2813.386,4000.0
8734,73,6303.756,3063.821,4000.0
8734,74,6303.756,3314.256,4000.0
8734,75,6303.756,3587.854,4000.0
8734,76,6303.756,3944.426,5200.0
8734,77,6303.756,4226.356,4000.0
8734,78,6303.756,4529.514,4000.0
8734,79,6303.756,4832.672,4000.0
8734,80,6303.756,5150.0,4000.0
8734,81,6303.756,5573.529,5000.0
8734,82,6303.756,5912.353,4000.0
8734,83,6303.756,6293.945,4000.0
8734,84,6303.756,6841.145,5700.0
8734,85,6303.756,7276.437,4000.0
8734,86,6303.756,7630.899,3200.0
8734,87,6303.756,8105.712,4000.0
8734,88,6303.756,8629.349,4000.0
8734,89,6303.756,9197.487,4000.0
8734,90,6303.756,9837.487,4000.0
8734,91,6303.756,10080.525,4100.0
8735,0,6622.526,1937.378,4000.0
8735,1,6500.096,1929.443,4000.0
8735,2,6500.096,2060.257,4000.0
8735,3,6500.096,2211.995,4000.0
8735,4,6500.096,2393.865,4900.0
8735,5,6500.096,2479.804,4000.0
8735,6,6500.096,2553.125,4000.0
8735,7,6500.096,2663.934,5800.0
8735,8,6500.096,2750.857,4000.0
8735,9,6500.096,2853.127,4200.0
8735,10,6500.096,2963.371,4000.0
8735,11,6500.096,3088.865,4000.0
8735,12,6500.096,3233.718,4000.0
8735,13,6500.096,3403.12,4000.0
8735,14,6500.096,3492.038,2900.0
8735,15,7634.86,236.421,2800.0
8735,16,7634.86,318.064,4000.0
8735,17,7634.86,391.996,4000.0
8735,18,7634.86,467.998,4000.0
8735,19,7634.86,552.12,4000.0
8735,20,7634.86,638.547,3700.0
8735,21,7634.86,743.058,4000.0
8735,22,7634.86,900.44,5200.0
8735,23,7634.86,1042.578,4000.0
8735,24,7634.86,1289.469,6500.0
8735,25,7634.86,1376.011,4000.0
8735,26,7634.86,1448.692,4000.0
8735,27,7634.86,1519.803,4000.0
8735,28,7634.86,1598.288,4000.0
8735,29,7634.86,1713.748,5200.0
8735,30,7634.86,1814.948,4000.0
8735,31,7634.86,1929.443,4000.0
8735,32,7634.86,2060.257,4000.0
8735,33,7634.86,2211.995,4000.0
8735,34,7634.86,2393.865,4900.0
8735,35,7634.86,2479.804,4000.0
8735,36,7634.86,2553.125,4000.0
8735,37,7634.86,2663.934,5800.0
8735,38,7634.86,2750.857,4000.0
8735,39,7634.86,2853.127,4200.0
8735,40,7634.86,2963.371,4000.0
8735,41,7634.86,3088.865,4000.0
8735,42,7634.86,3233.718,4000.0
8735,43,7634.86,3403.12,4000.0
8735,44,7634.86,3492.038,2900.0
8735,45,7646.53,9837.487,4000.0
8735,46,7646.53,10080.525,4100.0
8735,47,7646.53,4832.672,4000.0
8735,48,7646.53,5150.0,4000.0
8735,49,7646.53,5573.529,5000.0
8735,50,7646.53,5912.353,4000.0
8735,51,7646.53,6293.945,4000.0
8735,52,7646.53,6841.145,5700.0
8735,53,7646.53,7276.437,4000.0
8735,54,7646.53,7630.899,3200.0
8735,55,7646.53,8105.712,4000.0
8735,56,7646.53,8629.349,4000.0
8735,57,7646.53,9197.487,4000.0
8735,58,7646.53,9837.487,4000.0
8735,59,7646.53,10080.525,4100.0
8735,60,7646.53,2327.276,5100.0
8735,61,7569.339,2562.951,5400.0
8735,62,7569.339,2813.386,4000.0
8735,63,7569.339,3063.821,4000.0
8735,64,7569.339,3314.256,4000.0
8735,65,7569.339,3587.854,4000.0
8735,66,7569.339,3944.426,5200.0
8735,67,7569.339,4226.356,4000.0
8735,68,7569.339,4529.514,4000.0
8735,69,7569.339,4832.672,4000.0
8735,70,7569.339,5150.0,4000.0
8735,71,7569.339,5573.529,5000.0
8735,72,7569.339,5912.353,4000.0
8735,73,7569.339,6293.945,4000.0
8735,74,7569.339,6841.145,5700.0
8735,75,7569.339,7276.437,4000.0
8735,76,7569.339,7630.899,3200.0
8735,77,7569.339,8105.712,4000.0
8735,78,7569.339,8629.349,4000.0
8735,79,7569.339,9197.487,4000.0
8735,80,7569.339,9837.487,4000.0
8735,81,7569.339,10080.525,4100.0
8736,0,6610.826,2393.865,4900.0
8736,1,6610.826,2479.804,4000.0
8736,2,6610.826,2553.125,4000.0
8736,3,6610.826,2663.934,5800.0
8736,4,6610.826,2750.857,4000.0
8736,5,6610.826,2853.127,4200.0
8736,6,6610.826,2963.371,4000.0
8736,7,6610.826,3088.865,4000.0
8736,8,6610.826,3233.718,4000.0
8736,9,6610.826,3403.12,4000.0
8736,10,6610.826,3492.038,2900.0
8736,11,8268.657,900.44,5200.0
8736,12,8268.657,1060.653,4000.0
8736,13,8250.582,1289.469,6500.0
8736,14,8250.582,1376.011,4000.0
8736,15,8250.582,1448.692,4000.0
8736,16,8250.582,1519.803,4000.0
8736,17,8250.582,1598.288,4000.0
8736,18,8250.582,1713.748,5200.0
8736,19,8250.582,1814.948,4000.0
8736,20,8250.582,1929.443,4000.0
8736,21,8250.582,2060.257,4000.0
8736,22,8250.582,2211.995,4000.0
8736,23,8250.582,2393.865,4900.0
8736,24,8250.582,2479.804,4000.0
8736,25,8250.582,2553.125,4000.0
8736,26,8250.582,2663.934,5800.0
8736,27,8250.582,2750.857,4000.0
8736,28,8250.582,2853.127,4200.0
8736,29,8250.582,2963.371,4000.0
8736,30,8250.582,3088.865,4000.0
8736,31,8250.582,3233.718,4000.0
8736,32,8250.582,3403.12,4000.0
8736,33,8250.582,3492.038,2900.0
8736,34,8280.327,5912.353,4000.0
8736,35,8280.327,6293.945,4000.0
8736,36,8280.327,6841.145,5700.0
8736,37,8280.327,7276.437,4000.0
8736,38,8280.327,7630.899,3200.0
8736,39,8280.327,8105.712,4000.0
8736,40,8280.327,8629.349,4000.0
8736,41,8280.327,9197.487,4000.0
8736,42,8280.327,9837.487,4000.0
8736,43,8280.327,10080.525,4100.0
8736,44,8203.136,3063.821,4000.0
8736,45,8203.136,3314.256,4000.0
8736,46,8203.136,3587.854,4000.0
8736,47,8203.136,3944.426,5200.0
8736,48,8203.136,4226.356,4000.0
8736,49,8203.136,4529.514,4000.0
8736,50,8203.136,4832.672,4000.0
8736,51,8203.136,5150.0,4000.0
8736,52,8203.136,5573.529,5000.0
8736,53,8203.136,5912.353,4000.0
8736,54,8203.136,6293.945,4000.0
8736,55,8203.136,6841.145,5700.0
8736,56,8203.136,7276.437,4000.0
8736,57,8203.136,7630.899,3200.0
8736,58,8203.136,8105.712,4000.0
8736,59,8203.136,8629.349,4000.0
8736,60,8203.136,9197.487,4000.0
8736,61,8203.136,9837.487,4000.0
8736,62,8203.136,10080.525,4100.0
8736,63,8227.427,417.466,2000.0
8736,64,8227.427,466.403,1000.0
8736,65,8227.427,665.024,4000.0
8736,66,8227.427,863.645,4000.0
8736,67,8227.427,1062.265,4000.0
8736,68,8227.427,1272.773,4000.0
8736,69,8227.427,1416.773,2700.0
8736,70,8227.427,1635.44,4100.0
8736,71,8227.427,1956.325,5800.0
8736,72,8227.427,2250.085,5100.0
8736,73,8227.427,2562.951,5400.0
8736,74,8227.427,2813.386,4000.0
8736,75,8227.427,3063.821,4000.0
8736,76,8227.427,3314.256,4000.0
8736,77,8227.427,3587.854,4000.0
8736,78,8227.427,3944.426,5200.0
8736,79,8227.427,4226.356,4000.0
8736,80,8227.427,4529.514,4000.0
8736,81,8227.427,4832.672,4000.0
8736,82,8227.427,5150.0,4000.0
8736,83,8227.427,5573.529,5000.0
8736,84,8227.427,5912.353,4000.0
8736,85,8227.427,6293.945,4000.0
8736,86,8227.427,6841.145,5700.0
8736,87,8227.427,7276.437,4000.0
8736,88,8227.427,7630.899,3200.0
8736,89,8227.427,8105.712,4000.0
8736,90,8227.427,8629.349,4000.0
8736,91,8227.427,9197.487,4000.0
8736,92,8227.427,9837.487,4000.0
8736,93,8227.427,10080.525,4100.0
8737,0,9198.156,2132.833,4000.0
8737,1,9125.58,2211.995,4000.0
8737,2,9125.58,2393.865,4900.0
8737,3,9125.58,2479.804,4000.0
8737,4,9125.58,2553.125,4000.0
8737,5,9125.58,2663.934,5800.0
8737,6,9125.58,2750.857,4000.0
8737,7,9125.58,2853.127,4200.0
8737,8,9125.58,2963.371,4000.0
8737,9,9125.58,3088.865,4000.0
8737,10,9125.58,3233.718,4000.0
8737,11,9125.58,3403.12,4000.0
8737,12,9125.58,3492.038,2900.0
8737,13,9669.182,391.996,4000.0
8737,14,9669.182,467.998,4000.0
8737,15,9669.182,552.12,4000.0
8737,16,9669.182,638.547,3700.0
8737,17,9669.182,743.058,4000.0
8737,18,9669.182,900.44,5200.0
8737,19,9669.182,1042.578,4000.0
8737,20,9669.182,1289.469,6500.0
8737,21,9669.182,1376.011,4000.0
8737,22,9669.182,1448.692,4000.0
8737,23,9669.182,1519.803,4000.0
8737,24,9669.182,1598.288,4000.0
8737,25,9669.182,1713.748,5200.0
8737,26,9669.182,1814.948,4000.0
8737,27,9669.182,1929.443,4000.0
8737,28,9669.182,2060.257,4000.0
8737,29,9669.182,2211.995,4000.0
8737,30,9669.182,2393.865,4900.0
8737,31,9669.182,2479.804,4000.0
8737,32,9669.182,2553.125,4000.0
8737,33,9669.182,2663.934,5800.0
8737,34,9669.182,2750.857,4000.0
8737,35,9669.182,2853.127,4200.0
8737,36,9669.182,2963.371,4000.0
8737,37,9669.182,3088.865,4000.0
8737,38,9669.182,3233.718,4000.0
8737,39,9669.182,3403.12,4000.0
8737,40,9669.182,3492.038,2900.0
8737,41,9669.182,9197.487,4000.0
8737,42,9669.182,9864.306,4000.0
8737,43,9642.363,10080.525,4100.0
8737,44,9591.991,5150.0,4000.0
8737,45,9591.991,5573.529,5000.0
8737,46,9591.991,5912.353,4000.0
8737,47,9591.991,6293.945,4000.0
8737,48,9591.991,6841.145,5700.0
8737,49,9591.991,7276.437,4000.0
8737,50,9591.991,7630.899,3200.0
8737,51,9591.991,8105.712,4000.0
8737,52,9591.991,8629.349,4000.0
8737,53,9591.991,9197.487,4000.0
8737,54,9591.991,9837.487,4000.0
8737,55,9591.991,10080.525,4100.0
8737,56,9616.282,1956.325,5800.0
8737,57,9616.282,2250.085,5100.0
8737,58,9616.282,2562.951,5400.0
8737,59,9616.282,2813.386,4000.0
8737,60,9616.282,3063.821,4000.0
8737,61,9616.282,3314.256,4000.0
8737,62,9616.282,3587.854,4000.0
8737,63,9616.282,3944.426,5200.0
8737,64,9616.282,4226.356,4000.0
8737,65,9616.282,4529.514,4000.0
8737,66,9616.282,4832.672,4000.0
8737,67,9616.282,5150.0,4000.0
8737,68,9616.282,5573.529,5000.0
8737,69,9616.282,5912.353,4000.0
8737,70,9616.282,6293.945,4000.0
8737,71,9616.282,6841.145,5700.0
8737,72,9616.282,7276.437,4000.0
8737,73,9616.282,7630.899,3200.0
8737,74,9616.282,8105.712,4000.0
8737,75,9616.282,8629.349,4000.0
8737,76,9616.282,9197.487,4000.0
8737,77,9616.282,9837.487,4000.0
8737,78,9616.282,10080.525,4100.0
8737,79,9669.182,321.466,3600.0
8737,80,9669.182,417.466,2000.0
8737,81,9669.182,466.403,1000.0
8737,82,9669.182,665.024,4000.0
8737,83,9669.182,863.645,4000.0
8737,84,9669.182,1062.265,4000.0
8737,85,9669.182,1272.773,4000.0
8737,86,9669.182,1416.773,2700.0
8737,87,9669.182,1635.44,4100.0
8737,88,9669.182,1956.325,5800.0
8737,89,9669.182,2250.085,5100.0
8737,90,9669.182,2562.951,5400.0
8737,91,9669.182,2813.386,4000.0
8737,92,9669.182,3063.821,4000.0
