STATE_ID, START_NODE_ID, END_NODE_ID, EDGE_TYPE
3437,0,1,0
3437,1,0,1
3437,1,2,0
3437,2,1,1
3437,2,3,0
3437,3,2,1
3437,3,4,0
3437,4,3,1
3437,4,5,0
3437,5,4,1
3437,5,6,0
3437,6,5,1
3437,6,7,0
3437,7,6,1
3437,7,8,0
3437,8,7,1
3437,8,9,0
3437,9,8,1
3437,9,10,0
3437,10,9,1
3437,10,11,0
3437,11,10,1
3437,11,12,0
3437,12,11,1
3437,12,13,0
3437,13,12,1
3437,13,14,0
3437,14,13,1
3437,14,15,0
3437,15,14,1
3437,15,16,0
3437,16,15,1
3437,16,17,0
3437,17,16,1
3437,17,18,0
3437,18,17,1
3437,18,19,0
3437,19,18,1
3437,19,20,0
3437,20,19,1
3437,20,21,0
3437,21,20,1
3437,21,22,0
3437,22,21,1
3437,23,24,0
3437,24,23,1
3437,24,25,0
3437,25,24,1
3437,25,26,0
3437,26,25,1
3437,26,27,0
3437,27,26,1
3437,27,28,0
3437,28,27,1
3437,28,29,0
3437,29,28,1
3437,29,30,0
3437,30,29,1
3437,30,31,0
3437,31,30,1
3437,31,32,0
3437,32,31,1
3437,32,33,0
3437,33,32,1
3437,33,34,0
3437,34,33,1
3437,34,35,0
3437,35,34,1
3437,35,36,0
3437,36,35,1
3437,36,37,0
3437,37,36,1
3437,37,38,0
3437,38,37,1
3437,38,39,0
3437,39,38,1
3437,39,40,0
3437,40,39,1
3437,40,41,0
3437,41,40,1
3437,41,42,0
3437,42,41,1
3437,42,43,0
3437,43,42,1
3437,43,44,0
3437,44,43,1
3437,44,45,0
3437,45,44,1
3437,45,46,0
3437,46,45,1
3437,46,47,0
3437,47,46,1
3437,47,48,0
3437,48,47,1
3437,48,49,0
3437,49,48,1
3437,49,50,0
3437,50,49,1
3437,50,51,0
3437,51,50,1
3437,51,52,0
3437,52,51,1
3437,0,23,2
3437,23,0,2
3437,0,24,2
3437,24,0,2
3437,0,25,2
3437,25,0,2
3437,0,26,2
3437,26,0,2
3437,0,27,2
3437,27,0,2
3437,0,28,2
3437,28,0,2
3437,0,29,2
3437,29,0,2
3437,0,30,2
3437,30,0,2
3437,0,31,2
3437,31,0,2
3437,0,32,2
3437,32,0,2
3437,0,33,2
3437,33,0,2
3437,0,34,2
3437,34,0,2
3437,0,35,2
3437,35,0,2
3437,0,36,2
3437,36,0,2
3437,0,37,2
3437,37,0,2
3437,0,38,2
3437,38,0,2
3437,0,39,2
3437,39,0,2
3437,0,40,2
3437,40,0,2
3437,0,41,2
3437,41,0,2
3437,0,42,2
3437,42,0,2
3437,0,43,2
3437,43,0,2
3437,0,44,2
3437,44,0,2
3437,0,45,2
3437,45,0,2
3437,0,46,2
3437,46,0,2
3437,0,47,2
3437,47,0,2
3437,0,48,2
3437,48,0,2
3437,0,49,2
3437,49,0,2
3437,0,50,2
3437,50,0,2
3437,0,51,2
3437,51,0,2
3437,0,52,2
3437,52,0,2
3437,1,23,2
3437,23,1,2
3437,1,24,2
3437,24,1,2
3437,1,25,2
3437,25,1,2
3437,1,26,2
3437,26,1,2
3437,1,27,2
3437,27,1,2
3437,1,28,2
3437,28,1,2
3437,1,29,2
3437,29,1,2
3437,1,30,2
3437,30,1,2
3437,1,31,2
3437,31,1,2
3437,1,32,2
3437,32,1,2
3437,1,33,2
3437,33,1,2
3437,1,34,2
3437,34,1,2
3437,1,35,2
3437,35,1,2
3437,1,36,2
3437,36,1,2
3437,1,37,2
3437,37,1,2
3437,1,38,2
3437,38,1,2
3437,1,39,2
3437,39,1,2
3437,1,40,2
3437,40,1,2
3437,1,41,2
3437,41,1,2
3437,1,42,2
3437,42,1,2
3437,1,43,2
3437,43,1,2
3437,1,44,2
3437,44,1,2
3437,1,45,2
3437,45,1,2
3437,1,46,2
3437,46,1,2
3437,1,47,2
3437,47,1,2
3437,1,48,2
3437,48,1,2
3437,1,49,2
3437,49,1,2
3437,1,50,2
3437,50,1,2
3437,1,51,2
3437,51,1,2
3437,1,52,2
3437,52,1,2
3437,2,23,2
3437,23,2,2
3437,2,24,2
3437,24,2,2
3437,2,25,2
3437,25,2,2
3437,2,26,2
3437,26,2,2
3437,2,27,2
3437,27,2,2
3437,2,28,2
3437,28,2,2
3437,2,29,2
3437,29,2,2
3437,2,30,2
3437,30,2,2
3437,2,31,2
3437,31,2,2
3437,2,32,5
3437,32,2,5
3437,2,33,2
3437,33,2,2
3437,2,34,2
3437,34,2,2
3437,2,35,2
3437,35,2,2
3437,2,36,2
3437,36,2,2
3437,2,37,2
3437,37,2,2
3437,2,38,2
3437,38,2,2
3437,2,39,2
3437,39,2,2
3437,2,40,2
3437,40,2,2
3437,2,41,2
3437,41,2,2
3437,2,42,2
3437,42,2,2
3437,2,43,2
3437,43,2,2
3437,2,44,2
3437,44,2,2
3437,2,45,2
3437,45,2,2
3437,2,46,2
3437,46,2,2
3437,2,47,2
3437,47,2,2
3437,2,48,2
3437,48,2,2
3437,2,49,2
3437,49,2,2
3437,2,50,2
3437,50,2,2
3437,2,51,2
3437,51,2,2
3437,2,52,2
3437,52,2,2
3437,3,23,2
3437,23,3,2
3437,3,24,2
3437,24,3,2
3437,3,25,2
3437,25,3,2
3437,3,26,2
3437,26,3,2
3437,3,27,2
3437,27,3,2
3437,3,28,2
3437,28,3,2
3437,3,29,2
3437,29,3,2
3437,3,30,2
3437,30,3,2
3437,3,31,2
3437,31,3,2
3437,3,32,2
3437,32,3,2
3437,3,33,3
3437,33,3,3
3437,3,34,2
3437,34,3,2
3437,3,35,2
3437,35,3,2
3437,3,36,2
3437,36,3,2
3437,3,37,2
3437,37,3,2
3437,3,38,2
3437,38,3,2
3437,3,39,2
3437,39,3,2
3437,3,40,2
3437,40,3,2
3437,3,41,2
3437,41,3,2
3437,3,42,2
3437,42,3,2
3437,3,43,2
3437,43,3,2
3437,3,44,2
3437,44,3,2
3437,3,45,2
3437,45,3,2
3437,3,46,2
3437,46,3,2
3437,3,47,2
3437,47,3,2
3437,3,48,2
3437,48,3,2
3437,3,49,2
3437,49,3,2
3437,3,50,2
3437,50,3,2
3437,3,51,2
3437,51,3,2
3437,3,52,2
3437,52,3,2
3437,4,23,2
3437,23,4,2
3437,4,24,2
3437,24,4,2
3437,4,25,2
3437,25,4,2
3437,4,26,2
3437,26,4,2
3437,4,27,2
3437,27,4,2
3437,4,28,2
3437,28,4,2
3437,4,29,2
3437,29,4,2
3437,4,30,2
3437,30,4,2
3437,4,31,2
3437,31,4,2
3437,4,32,2
3437,32,4,2
3437,4,33,2
3437,33,4,2
3437,4,34,3
3437,34,4,3
3437,4,35,2
3437,35,4,2
3437,4,36,2
3437,36,4,2
3437,4,37,2
3437,37,4,2
3437,4,38,2
3437,38,4,2
3437,4,39,2
3437,39,4,2
3437,4,40,2
3437,40,4,2
3437,4,41,2
3437,41,4,2
3437,4,42,2
3437,42,4,2
3437,4,43,2
3437,43,4,2
3437,4,44,2
3437,44,4,2
3437,4,45,2
3437,45,4,2
3437,4,46,2
3437,46,4,2
3437,4,47,2
3437,47,4,2
3437,4,48,2
3437,48,4,2
3437,4,49,2
3437,49,4,2
3437,4,50,2
3437,50,4,2
3437,4,51,2
3437,51,4,2
3437,4,52,2
3437,52,4,2
3437,5,23,2
3437,23,5,2
3437,5,24,2
3437,24,5,2
3437,5,25,2
3437,25,5,2
3437,5,26,2
3437,26,5,2
3437,5,27,2
3437,27,5,2
3437,5,28,2
3437,28,5,2
3437,5,29,2
3437,29,5,2
3437,5,30,2
3437,30,5,2
3437,5,31,2
3437,31,5,2
3437,5,32,2
3437,32,5,2
3437,5,33,2
3437,33,5,2
3437,5,34,2
3437,34,5,2
3437,5,35,3
3437,35,5,3
3437,5,36,2
3437,36,5,2
3437,5,37,2
3437,37,5,2
3437,5,38,2
3437,38,5,2
3437,5,39,2
3437,39,5,2
3437,5,40,2
3437,40,5,2
3437,5,41,2
3437,41,5,2
3437,5,42,2
3437,42,5,2
3437,5,43,2
3437,43,5,2
3437,5,44,2
3437,44,5,2
3437,5,45,2
3437,45,5,2
3437,5,46,2
3437,46,5,2
3437,5,47,2
3437,47,5,2
3437,5,48,2
3437,48,5,2
3437,5,49,2
3437,49,5,2
3437,5,50,2
3437,50,5,2
3437,5,51,2
3437,51,5,2
3437,5,52,2
3437,52,5,2
3437,6,23,2
3437,23,6,2
3437,6,24,2
3437,24,6,2
3437,6,25,2
3437,25,6,2
3437,6,26,2
3437,26,6,2
3437,6,27,2
3437,27,6,2
3437,6,28,2
3437,28,6,2
3437,6,29,2
3437,29,6,2
3437,6,30,2
3437,30,6,2
3437,6,31,2
3437,31,6,2
3437,6,32,2
3437,32,6,2
3437,6,33,2
3437,33,6,2
3437,6,34,2
3437,34,6,2
3437,6,35,2
3437,35,6,2
3437,6,36,3
3437,36,6,3
3437,6,37,2
3437,37,6,2
3437,6,38,2
3437,38,6,2
3437,6,39,2
3437,39,6,2
3437,6,40,2
3437,40,6,2
3437,6,41,2
3437,41,6,2
3437,6,42,2
3437,42,6,2
3437,6,43,2
3437,43,6,2
3437,6,44,2
3437,44,6,2
3437,6,45,2
3437,45,6,2
3437,6,46,2
3437,46,6,2
3437,6,47,2
3437,47,6,2
3437,6,48,2
3437,48,6,2
3437,6,49,2
3437,49,6,2
3437,6,50,2
3437,50,6,2
3437,6,51,2
3437,51,6,2
3437,6,52,2
3437,52,6,2
3437,7,23,2
3437,23,7,2
3437,7,24,2
3437,24,7,2
3437,7,25,2
3437,25,7,2
3437,7,26,2
3437,26,7,2
3437,7,27,2
3437,27,7,2
3437,7,28,2
3437,28,7,2
3437,7,29,2
3437,29,7,2
3437,7,30,2
3437,30,7,2
3437,7,31,2
3437,31,7,2
3437,7,32,2
3437,32,7,2
3437,7,33,2
3437,33,7,2
3437,7,34,2
3437,34,7,2
3437,7,35,2
3437,35,7,2
3437,7,36,2
3437,36,7,2
3437,7,37,3
3437,37,7,3
3437,7,38,2
3437,38,7,2
3437,7,39,2
3437,39,7,2
