STATE_ID, START_NODE_ID, END_NODE_ID, EDGE_TYPE
34,0,1,0
34,1,0,1
34,1,2,0
34,2,1,1
34,2,3,0
34,3,2,1
34,3,4,0
34,4,3,1
34,4,5,0
34,5,4,1
34,5,6,0
34,6,5,1
34,6,7,0
34,7,6,1
34,7,8,0
34,8,7,1
34,8,9,0
34,9,8,1
34,9,10,0
34,10,9,1
34,10,11,0
34,11,10,1
34,11,12,0
34,12,11,1
34,12,13,0
34,13,12,1
34,13,14,0
34,14,13,1
34,14,15,0
34,15,14,1
34,15,16,0
34,16,15,1
34,16,17,0
34,17,16,1
34,17,18,0
34,18,17,1
34,18,19,0
34,19,18,1
34,19,20,0
34,20,19,1
34,20,21,0
34,21,20,1
34,21,22,0
34,22,21,1
34,23,24,0
34,24,23,1
34,24,25,0
34,25,24,1
34,25,26,0
34,26,25,1
34,26,27,0
34,27,26,1
34,27,28,0
34,28,27,1
34,28,29,0
34,29,28,1
34,29,30,0
34,30,29,1
34,30,31,0
34,31,30,1
34,31,32,0
34,32,31,1
34,32,33,0
34,33,32,1
34,33,34,0
34,34,33,1
34,34,35,0
34,35,34,1
34,35,36,0
34,36,35,1
34,36,37,0
34,37,36,1
34,37,38,0
34,38,37,1
34,38,39,0
34,39,38,1
34,40,41,0
34,41,40,1
34,41,42,0
34,42,41,1
34,42,43,0
34,43,42,1
34,43,44,0
34,44,43,1
34,44,45,0
34,45,44,1
34,45,46,0
34,46,45,1
34,46,47,0
34,47,46,1
34,47,48,0
34,48,47,1
34,48,49,0
34,49,48,1
34,49,50,0
34,50,49,1
34,50,51,0
34,51,50,1
34,51,52,0
34,52,51,1
34,52,53,0
34,53,52,1
34,53,54,0
34,54,53,1
34,54,55,0
34,55,54,1
34,55,56,0
34,56,55,1
34,56,57,0
34,57,56,1
34,57,58,0
34,58,57,1
34,58,59,0
34,59,58,1
34,59,60,0
34,60,59,1
34,60,61,0
34,61,60,1
34,61,62,0
34,62,61,1
34,62,63,0
34,63,62,1
34,63,64,0
34,64,63,1
34,0,23,2
34,23,0,2
34,0,24,2
34,24,0,2
34,0,25,2
34,25,0,2
34,0,26,2
34,26,0,2
34,0,27,2
34,27,0,2
34,0,28,2
34,28,0,2
34,0,29,2
34,29,0,2
34,0,30,2
34,30,0,2
34,0,31,2
34,31,0,2
34,0,32,2
34,32,0,2
34,0,33,2
34,33,0,2
34,0,34,2
34,34,0,2
34,0,35,2
34,35,0,2
34,0,36,2
34,36,0,2
34,0,37,2
34,37,0,2
34,0,38,2
34,38,0,2
34,0,39,2
34,39,0,2
34,0,40,2
34,40,0,2
34,0,41,2
34,41,0,2
34,0,42,2
34,42,0,2
34,0,43,2
34,43,0,2
34,0,44,2
34,44,0,2
34,0,45,2
34,45,0,2
34,0,46,2
34,46,0,2
34,0,47,2
34,47,0,2
34,0,48,2
34,48,0,2
34,0,49,2
34,49,0,2
34,0,50,2
34,50,0,2
34,0,51,2
34,51,0,2
34,0,52,2
34,52,0,2
34,0,53,2
34,53,0,2
34,0,54,2
34,54,0,2
34,0,55,2
34,55,0,2
34,0,56,2
34,56,0,2
34,0,57,2
34,57,0,2
34,0,58,2
34,58,0,2
34,0,59,2
34,59,0,2
34,0,60,2
34,60,0,2
34,0,61,2
34,61,0,2
34,0,62,2
34,62,0,2
34,0,63,2
34,63,0,2
34,0,64,2
34,64,0,2
34,1,23,2
