STATE_ID, NODE_ID, PENDING_SECONDS
6308,0,0.0
6308,1,0.0
6308,2,0.0
6308,3,0.0
6308,4,0.0
6308,5,0.0
6308,6,0.0
6308,7,0.0
6308,8,0.0
6308,9,0.0
6308,10,0.0
6308,11,0.0
6308,12,0.0
6308,13,0.0
6308,14,0.0
6308,15,0.0
6308,16,0.0
6308,17,0.0
6308,18,0.0
6308,19,0.0
6308,20,0.0
6308,21,0.0
6308,22,0.0
6308,23,0.0
6308,24,0.0
6308,25,0.0
6308,26,0.0
6308,27,0.0
6308,28,0.0
6308,29,0.0
6308,30,0.0
6308,31,0.0
6308,32,0.0
6308,33,0.0
6308,34,0.0
6308,35,0.0
6308,36,0.0
6308,37,0.0
6308,38,0.0
6308,39,0.0
6308,40,0.0
6308,41,0.0
6308,42,0.0
6308,43,88.622
6308,44,0.0
6308,45,0.0
6308,46,0.0
6308,47,0.0
6308,48,0.0
6308,49,0.0
6308,50,0.0
6308,51,0.0
6308,52,0.0
6308,53,0.0
6308,54,0.0
6308,55,0.0
6308,56,0.0
6308,57,0.0
6308,58,0.0
6308,59,0.0
6308,60,0.0
6308,61,0.0
6308,62,0.0
6308,63,0.0
6308,64,0.0
6308,65,0.0
6308,66,0.0
