STATE_ID, START_NODE_ID, END_NODE_ID, EDGE_TYPE
3284,0,1,0
3284,1,0,1
3284,1,2,0
3284,2,1,1
3284,2,3,0
3284,3,2,1
3284,3,4,0
3284,4,3,1
3284,4,5,0
3284,5,4,1
3284,5,6,0
3284,6,5,1
3284,6,7,0
3284,7,6,1
3284,7,8,0
3284,8,7,1
3284,8,9,0
3284,9,8,1
3284,9,10,0
3284,10,9,1
3284,10,11,0
3284,11,10,1
3284,11,12,0
3284,12,11,1
3284,12,13,0
3284,13,12,1
3284,13,14,0
3284,14,13,1
3284,14,15,0
3284,15,14,1
3284,15,16,0
3284,16,15,1
3284,16,17,0
3284,17,16,1
3284,17,18,0
3284,18,17,1
3284,18,19,0
3284,19,18,1
3284,19,20,0
3284,20,19,1
3284,20,21,0
3284,21,20,1
3284,21,22,0
3284,22,21,1
3284,23,24,0
3284,24,23,1
3284,24,25,0
3284,25,24,1
3284,25,26,0
3284,26,25,1
3284,26,27,0
3284,27,26,1
3284,27,28,0
3284,28,27,1
3284,28,29,0
3284,29,28,1
3284,29,30,0
3284,30,29,1
3284,30,31,0
3284,31,30,1
3284,31,32,0
3284,32,31,1
3284,32,33,0
3284,33,32,1
3284,33,34,0
3284,34,33,1
3284,34,35,0
3284,35,34,1
3284,35,36,0
3284,36,35,1
3284,36,37,0
3284,37,36,1
3284,37,38,0
3284,38,37,1
3284,38,39,0
3284,39,38,1
3284,39,40,0
3284,40,39,1
3284,40,41,0
3284,41,40,1
3284,41,42,0
3284,42,41,1
3284,42,43,0
3284,43,42,1
3284,43,44,0
3284,44,43,1
3284,44,45,0
3284,45,44,1
3284,45,46,0
3284,46,45,1
3284,46,47,0
3284,47,46,1
3284,47,48,0
3284,48,47,1
3284,48,49,0
3284,49,48,1
3284,49,50,0
3284,50,49,1
3284,50,51,0
3284,51,50,1
3284,51,52,0
3284,52,51,1
3284,0,23,2
3284,23,0,2
3284,0,24,2
3284,24,0,2
3284,0,25,2
3284,25,0,2
3284,0,26,2
3284,26,0,2
3284,0,27,2
3284,27,0,2
3284,0,28,2
3284,28,0,2
3284,0,29,2
3284,29,0,2
3284,0,30,2
3284,30,0,2
3284,0,31,2
3284,31,0,2
3284,0,32,2
3284,32,0,2
3284,0,33,2
3284,33,0,2
3284,0,34,2
3284,34,0,2
3284,0,35,2
3284,35,0,2
3284,0,36,2
3284,36,0,2
3284,0,37,2
3284,37,0,2
3284,0,38,2
3284,38,0,2
3284,0,39,2
3284,39,0,2
3284,0,40,2
3284,40,0,2
3284,0,41,2
3284,41,0,2
3284,0,42,2
3284,42,0,2
3284,0,43,2
3284,43,0,2
3284,0,44,2
3284,44,0,2
3284,0,45,2
3284,45,0,2
3284,0,46,2
3284,46,0,2
3284,0,47,2
3284,47,0,2
3284,0,48,2
3284,48,0,2
3284,0,49,2
3284,49,0,2
3284,0,50,2
3284,50,0,2
3284,0,51,2
3284,51,0,2
3284,0,52,2
3284,52,0,2
3284,1,23,2
3284,23,1,2
3284,1,24,2
3284,24,1,2
3284,1,25,2
3284,25,1,2
3284,1,26,2
3284,26,1,2
3284,1,27,2
3284,27,1,2
3284,1,28,2
3284,28,1,2
3284,1,29,2
3284,29,1,2
3284,1,30,2
3284,30,1,2
3284,1,31,2
3284,31,1,2
3284,1,32,2
3284,32,1,2
3284,1,33,2
3284,33,1,2
3284,1,34,2
3284,34,1,2
3284,1,35,2
3284,35,1,2
3284,1,36,2
3284,36,1,2
3284,1,37,2
3284,37,1,2
3284,1,38,2
3284,38,1,2
3284,1,39,2
3284,39,1,2
3284,1,40,2
3284,40,1,2
3284,1,41,2
3284,41,1,2
3284,1,42,2
3284,42,1,2
3284,1,43,2
3284,43,1,2
3284,1,44,2
3284,44,1,2
3284,1,45,2
3284,45,1,2
3284,1,46,2
3284,46,1,2
3284,1,47,2
3284,47,1,2
3284,1,48,2
3284,48,1,2
